dataset_id,canonical_fish_id,source_fish_index,context_id,context_name,partition,split_seed,split_version
DS-005,DS005-JM-F110,110,CTX-06,Optomotor Response (1x5cm),validation,20260822,v1
DS-005,DS005-JM-F111,111,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F112,112,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F113,113,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F114,114,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F115,115,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F116,116,CTX-06,Optomotor Response (1x5cm),test,20260822,v1
DS-005,DS005-JM-F117,117,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F118,118,CTX-06,Optomotor Response (1x5cm),validation,20260822,v1
DS-005,DS005-JM-F119,119,CTX-06,Optomotor Response (1x5cm),test,20260822,v1
DS-005,DS005-JM-F120,120,CTX-06,Optomotor Response (1x5cm),train,20260822,v1
DS-005,DS005-JM-F121,121,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F122,122,CTX-02,Light (1x5cm),validation,20260822,v1
DS-005,DS005-JM-F123,123,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F124,124,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F125,125,CTX-02,Light (1x5cm),test,20260822,v1
DS-005,DS005-JM-F126,126,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F127,127,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F128,128,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F129,129,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F130,130,CTX-02,Light (1x5cm),test,20260822,v1
DS-005,DS005-JM-F131,131,CTX-02,Light (1x5cm),train,20260822,v1
DS-005,DS005-JM-F132,132,CTX-02,Light (1x5cm),validation,20260822,v1
DS-005,DS005-JM-F133,133,CTX-07,Optokinetic Response (5x5cm),test,20260822,v1
DS-005,DS005-JM-F134,134,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F135,135,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F136,136,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F137,137,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F138,138,CTX-07,Optokinetic Response (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F139,139,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F140,140,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F141,141,CTX-07,Optokinetic Response (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F142,142,CTX-07,Optokinetic Response (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F143,143,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F144,144,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F145,145,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F146,146,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F147,147,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F148,148,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F149,149,CTX-07,Optokinetic Response (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F150,150,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F151,151,CTX-07,Optokinetic Response (5x5cm),test,20260822,v1
DS-005,DS005-JM-F152,152,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F153,153,CTX-07,Optokinetic Response (5x5cm),test,20260822,v1
DS-005,DS005-JM-F154,154,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F155,155,CTX-07,Optokinetic Response (5x5cm),validation,20260822,v1
DS-005,DS005-JM-F156,156,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F157,157,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F158,158,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F159,159,CTX-07,Optokinetic Response (5x5cm),test,20260822,v1
DS-005,DS005-JM-F160,160,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F161,161,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F162,162,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F163,163,CTX-07,Optokinetic Response (5x5cm),train,20260822,v1
DS-005,DS005-JM-F164,164,CTX-05,Phototaxis,validation,20260822,v1
DS-005,DS005-JM-F165,165,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F166,166,CTX-05,Phototaxis,validation,20260822,v1
DS-005,DS005-JM-F167,167,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F168,168,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F169,169,CTX-05,Phototaxis,validation,20260822,v1
DS-005,DS005-JM-F170,170,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F171,171,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F172,172,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F173,173,CTX-05,Phototaxis,test,20260822,v1
DS-005,DS005-JM-F174,174,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F175,175,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F176,176,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F177,177,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F178,178,CTX-05,Phototaxis,test,20260822,v1
DS-005,DS005-JM-F179,179,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F180,180,CTX-05,Phototaxis,test,20260822,v1
DS-005,DS005-JM-F181,181,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F182,182,CTX-05,Phototaxis,test,20260822,v1
DS-005,DS005-JM-F183,183,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F184,184,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F185,185,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F186,186,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F187,187,CTX-05,Phototaxis,validation,20260822,v1
DS-005,DS005-JM-F188,188,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F189,189,CTX-05,Phototaxis,test,20260822,v1
DS-005,DS005-JM-F190,190,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F191,191,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F192,192,CTX-05,Phototaxis,train,20260822,v1
DS-005,DS005-JM-F193,193,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F194,194,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F195,195,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F196,196,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F197,197,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F198,198,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F199,199,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F200,200,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F201,201,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F202,202,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F203,203,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F204,204,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F205,205,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F206,206,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F207,207,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F208,208,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F209,209,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F210,210,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F211,211,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F212,212,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F213,213,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F214,214,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F215,215,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F216,216,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F217,217,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F218,218,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F219,219,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F220,220,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F221,221,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F222,222,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F223,223,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F224,224,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F225,225,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F226,226,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F227,227,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F228,228,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F229,229,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F230,230,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F231,231,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F232,232,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F233,233,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F234,234,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F235,235,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F236,236,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F237,237,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F238,238,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F239,239,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F240,240,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F241,241,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F242,242,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F243,243,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F244,244,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F245,245,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F246,246,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F247,247,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F248,248,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F249,249,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F250,250,CTX-10,Prey Capture Param. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F251,251,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F252,252,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F253,253,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F254,254,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F255,255,CTX-10,Prey Capture Param. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F256,256,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F257,257,CTX-10,Prey Capture Param. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F258,258,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F259,259,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F260,260,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F261,261,CTX-12,Prey Capture Rot.(2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F262,262,CTX-12,Prey Capture Rot.(2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F263,263,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F264,264,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F265,265,CTX-12,Prey Capture Rot.(2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F266,266,CTX-12,Prey Capture Rot.(2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F267,267,CTX-12,Prey Capture Rot.(2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F268,268,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F269,269,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F270,270,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F271,271,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F272,272,CTX-12,Prey Capture Rot.(2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F273,273,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F274,274,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F275,275,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F276,276,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F277,277,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F278,278,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F279,279,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F280,280,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F281,281,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F282,282,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F283,283,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F284,284,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F285,285,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F286,286,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F287,287,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F288,288,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),test,20260822,v1
DS-005,DS005-JM-F289,289,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F290,290,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F291,291,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),validation,20260822,v1
DS-005,DS005-JM-F292,292,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
DS-005,DS005-JM-F293,293,CTX-13,Prey capture Rot. RW. (2.5x2.5cm),train,20260822,v1
